1	16888	28890	87	-1	98
2	1566	29276	51	-1	92
3	32053	28170	227	-1	71
4	40429	5106	105	-1	58
5	29104	25071	283	-1	81
6	5793	13718	23	-1	86
7	24562	9283	37	20	20
8	30930	7348	206	29	29
9	3010	4996	146	-1	84
10	19112	18854	59	-1	72
11	7977	26673	80	32	32
12	17045	28982	165	-1	98
13	16263	24110	337	-1	63
14	30904	7358	231	29	29
15	30425	11631	265	40	40
16	7229	13663	298	30	30
17	8126	26921	219	32	32
18	13220	18707	274	5	5
19	35856	21920	79	46	46
20	21213	32654	200	26	26
21	374	5917	10	-1	82
22	5675	13768	11	-1	86
23	33309	9615	251	25	25
24	3816	12603	235	-1	55
25	36770	11706	282	48	48
26	28897	29962	193	-1	74
27	8434	7221	200	11	11
28	34877	21641	214	38	38
29	23873	18610	10	-1	64
30	21222	32601	186	26	26
31	30661	28479	43	-1	95
32	3416	8798	13	3	3
33	42011	23177	81	-1	75
34	1731	29358	92	-1	92
35	6061	14748	48	1	1
36	35363	32298	337	-1	79
37	24605	1168	344	35	35
38	43754	11119	125	24	24
39	15486	9091	269	-1	80
40	14758	30095	88	-1	69
41	15760	25532	176	-1	57
42	15602	8824	132	-1	80
43	14782	30091	83	-1	69
44	40597	5192	193	-1	58
45	3673	12492	327	-1	55
46	13194	20386	359	-1	100
47	25191	14280	303	-1	83
48	32848	29850	116	9	9
49	5433	12521	24	33	33
50	22469	1580	74	-1	77
51	23228	25563	211	-1	65
52	25191	14087	8	-1	83
53	31842	27998	33	-1	71
54	30883	28587	199	-1	95
55	24011	18607	67	-1	64
56	35829	16297	128	50	50
57	21257	3942	236	-1	52
58	32026	28195	232	-1	71
59	26568	2940	335	-1	85
60	30803	7199	53	29	29
61	30812	28585	240	-1	95
62	19923	8943	337	-1	60
63	29012	8976	120	-1	53
64	37172	14040	283	13	13
65	27898	31860	338	17	17
66	20182	8969	204	-1	60
67	35607	16366	15	50	50
68	43845	11191	150	24	24
69	8240	7231	18	11	11
70	25380	14282	259	-1	83
71	15306	8883	21	-1	80
72	24211	27282	54	-1	61
73	35667	16236	48	50	50
74	7479	13436	144	30	30
75	39344	14560	278	-1	94
76	23186	25282	101	-1	65
77	3526	9006	246	3	3
78	21653	19379	107	27	27
79	42116	23498	235	43	43
80	456	5956	227	-1	82
81	26845	2975	247	-1	85
82	23233	25538	203	-1	65
83	16902	29122	278	-1	98
84	21178	3828	66	-1	52
85	39773	32128	83	10	10
86	16597	32817	217	4	4
87	19999	27644	299	-1	90
88	26587	2749	45	-1	85
89	26719	2747	82	-1	85
90	15479	9118	272	-1	80
91	21633	19378	91	27	27
92	24396	27308	173	-1	61
93	3506	9038	304	3	3
94	31818	28195	342	-1	71
95	21629	19344	100	27	27
96	43655	23831	224	28	28
97	495	5987	261	-1	82
98	41167	15913	96	-1	76
99	33230	5547	162	15	15
100	27667	20379	11	22	22
101	5726	8591	175	-1	93
102	8507	13485	234	45	45
103	40360	5222	353	-1	58
104	31963	28242	271	-1	71
105	35958	22037	207	46	46
