1	3769304	6597824	221	7	7
2	2704643	3323191	340	18	18
3	3027894	7505631	49	-1	89
4	687452	8053420	282	-1	83
5	2466687	252924	241	-1	99
6	3310217	6026556	250	-1	72
7	3679487	834059	325	-1	98
8	1101754	3967025	159	-1	80
9	1534167	7332998	288	24	24
10	4136545	3226851	346	-1	55
11	792590	652441	258	-1	61
12	1257342	7074423	162	-1	74
13	780871	6174419	65	47	47
14	1819354	1119499	66	35	35
15	1633435	8003681	127	27	27
16	1365660	4170720	282	44	44
17	4886298	3948879	309	-1	70
18	1608361	5155136	220	-1	91
19	3069227	7745159	183	26	26
20	2516506	7566502	59	20	20
21	3470969	7780018	121	-1	77
22	4997234	2419707	86	48	48
23	2341114	6004277	282	15	15
24	2466581	252729	79	-1	99
25	2290959	7634577	211	49	49
26	4872672	979081	8	31	31
27	2890829	6486832	128	22	22
28	2832756	4624067	265	5	5
29	3693476	5786817	294	-1	96
30	3679689	833971	170	-1	98
31	4081304	4225539	359	25	25
32	792512	652277	73	-1	61
33	1365636	4170463	36	44	44
34	2466455	252663	6	-1	99
35	3129850	3264706	290	17	17
36	3693506	5786639	114	-1	96
37	4033939	8008499	353	45	45
38	2704630	3323224	299	18	18
39	2704715	3323197	292	18	18
40	3471031	7780104	122	-1	77
41	4247016	6282822	331	-1	52
42	3681140	2937306	288	33	33
43	4886481	3948865	189	-1	70
44	1787420	902519	318	-1	69
45	3693352	5786716	5	-1	96
46	4539238	7249858	278	-1	58
47	2199151	3767720	161	-1	76
48	2171416	6576494	358	16	16
49	780881	6174645	245	47	47
50	4708527	4268013	227	12	12
51	4081291	4225550	18	25	25
52	2879498	6917581	202	-1	65
53	4886463	3948833	161	-1	70
54	1057205	1453083	129	-1	64
55	116696	4342032	149	-1	57
56	3027940	7505837	251	-1	89
57	792421	652306	349	-1	61
58	2919039	6190361	244	6	6
59	1534150	7333013	326	24	24
60	1257277	7074621	279	-1	74
61	2539750	6283306	305	-1	86
62	3679529	833833	42	-1	98
63	151381	5558942	281	-1	75
64	1616981	3072192	321	-1	92
65	1616875	3072015	353	-1	92
66	2290973	7634354	145	49	49
67	2290970	7634507	228	49	49
