1	28400	9732	267	-1	70
2	7618	10826	217	31	31
3	38385	13145	239	-1	90
4	39826	7357	79	-1	89
5	34224	3850	178	24	24
6	8173	1179	96	-1	82
7	1454	5078	143	-1	95
8	28764	23559	126	17	17
9	12390	14902	248	-1	69
10	22519	31745	186	-1	58
11	43102	12117	130	9	9
12	28650	23740	289	17	17
13	7800	11846	142	-1	97
14	8109	21096	59	12	12
15	31777	6316	163	37	37
16	37438	23809	167	15	15
17	13886	18534	119	-1	54
18	27042	31920	290	20	20
19	40496	2177	348	-1	53
20	12289	6089	120	8	8
21	12279	6155	186	8	8
22	38119	12912	52	-1	90
23	40208	19913	55	-1	94
24	1894	361	75	-1	57
25	30946	4260	174	-1	79
26	35129	29416	130	-1	61
27	9840	16528	305	44	44
28	40847	31096	245	7	7
29	16088	4262	337	-1	96
30	25872	32541	284	42	42
31	11766	20729	300	-1	83
32	7102	1603	55	-1	56
33	29214	5053	317	40	40
34	43334	22156	186	35	35
35	41735	17416	122	23	23
36	25724	32329	32	42	42
37	19363	16896	99	-1	99
38	7784	11848	143	-1	97
39	36824	13795	232	6	6
40	7690	11870	70	-1	97
41	36769	13756	237	6	6
42	26126	17757	52	-1	92
43	39662	7346	36	-1	89
44	40909	31176	202	7	7
45	26930	2654	160	-1	100
46	27735	28502	199	-1	78
47	7628	11894	66	-1	97
48	37173	26236	106	38	38
49	572	2562	309	-1	66
50	8664	31244	349	-1	81
51	24135	27219	83	-1	55
52	11937	24170	23	-1	76
53	43867	993	313	-1	91
54	2034	25167	226	16	16
55	18494	25733	125	-1	93
56	40248	11395	0	29	29
57	9629	27645	60	10	10
58	8610	31211	23	-1	81
59	35162	28503	33	32	32
60	19180	24176	272	41	41
61	5633	21918	184	-1	60
62	10385	29251	20	1	1
63	7458	10869	341	31	31
64	8621	2109	118	-1	67
65	40373	11269	53	29	29
66	7301	1632	172	-1	56
67	11928	32808	40	36	36
68	28285	9675	293	-1	70
69	43005	12082	88	9	9
70	34283	22051	23	43	43
71	30747	21895	232	-1	68
72	471	2397	16	-1	66
73	25964	17007	213	45	45
74	12132	32741	117	36	36
75	34326	7232	142	26	26
76	20734	28405	285	-1	98
77	26024	17958	327	-1	92
78	12423	14683	154	-1	69
79	26293	30230	176	28	28
80	10847	2099	221	-1	59
81	35078	29584	287	-1	61
82	34280	3933	197	24	24
83	5624	21859	147	-1	60
84	31598	6305	29	37	37
85	8273	1296	183	-1	82
86	29141	5092	330	40	40
87	37366	9236	185	-1	72
88	17041	2638	290	19	19
89	25842	32627	255	42	42
90	34198	3921	219	24	24
91	43750	19587	345	-1	77
92	41163	24368	218	11	11
93	2019	475	226	-1	57
94	26197	17692	85	-1	92
95	1415	5068	119	-1	95
96	32805	14145	281	14	14
97	40915	24187	4	11	11
98	19222	16959	9	-1	99
99	12059	6040	39	8	8
100	38403	9131	21	22	22
101	38401	9213	314	22	22
102	43011	12273	304	9	9
103	13278	4577	224	50	50
104	11904	24217	343	-1	76
105	17843	19088	190	-1	85
106	13159	4504	77	50	50
107	41099	24200	112	11	11
108	34010	10666	343	33	33
109	29391	5104	225	40	40
110	9770	27663	133	10	10
111	25119	15587	76	-1	87
112	7441	15519	69	2	2
113	17219	2669	252	19	19
114	27193	31738	97	20	20
115	41699	11186	317	27	27
116	7966	1251	35	-1	82
117	30084	1754	288	5	5
118	13431	652	207	-1	73
119	34069	10769	296	33	33
120	30771	4451	288	-1	79
121	39904	7444	201	-1	89
122	7541	10767	41	31	31
123	20837	8474	219	-1	63
124	25075	9884	90	18	18
125	41915	11172	256	27	27
126	13170	635	330	-1	73
127	43788	32251	150	-1	80
128	33966	10612	9	33	33
129	40378	19881	112	-1	94
130	19350	1973	275	30	30
131	30017	1666	14	5	5
132	23691	12403	89	-1	62
133	20379	20483	305	48	48
134	40415	2149	340	-1	53
135	32911	13946	98	14	14
136	21434	4986	72	4	4
137	43753	32395	261	-1	80
138	27470	28364	352	-1	78
139	34591	10544	43	47	47
140	1311	5186	346	-1	95
141	8272	1319	175	-1	82
142	28630	23551	51	17	17
143	13910	18529	156	-1	54
144	34224	21944	69	43	43
145	16045	4045	43	-1	96
146	44604	29949	98	-1	51
147	9240	9918	135	-1	52
148	33790	32606	113	-1	71
149	8249	1315	183	-1	82
150	34749	10681	160	47	47
151	41872	11220	236	27	27
152	31777	6405	258	37	37
153	28412	9543	135	-1	70
154	13398	481	166	-1	73
155	31617	6393	333	37	37
156	44407	29994	40	-1	51
157	41960	11166	210	27	27
158	42385	13992	85	46	46
159	6771	11868	60	-1	65
160	20905	8477	210	-1	63
161	41140	24183	138	11	11
162	12491	14766	170	-1	69
163	27516	28343	349	-1	78
164	619	2667	289	-1	66
165	42782	16165	75	39	39
166	40656	31114	343	7	7
167	34241	3965	220	24	24
168	24101	27405	304	-1	55
169	37228	26282	193	38	38
170	34532	10652	32	47	47
171	42387	14219	209	46	46
172	30185	1575	104	5	5
173	27198	31660	101	20	20
174	30067	1767	277	5	5
175	7702	10917	245	31	31
176	11985	6036	58	8	8
177	19366	1983	248	30	30
178	30219	1865	242	5	5
179	30815	21856	197	-1	68
180	2817	24583	231	25	25
181	38500	9243	262	22	22
182	2010	25113	201	16	16
183	24170	27477	222	-1	55
184	10404	29534	331	1	1
185	40742	31067	286	7	7
186	22339	31894	267	-1	58
187	21370	5068	346	4	4
188	39803	7306	96	-1	89
189	35171	28749	299	32	32
190	5593	21980	212	-1	60
191	12733	33329	29	3	3
192	25905	16919	219	45	45
193	40393	11429	246	29	29
194	7806	11962	147	-1	97
195	14882	17486	147	-1	64
196	41761	11225	285	27	27
197	38231	13031	321	-1	90
198	28314	9611	10	-1	70
199	25900	32512	201	42	42
200	23597	12587	309	-1	62
201	41561	17566	348	23	23
202	30652	21632	43	-1	68
203	43299	22257	177	35	35
204	34114	3668	104	24	24
205	34297	7155	98	26	26
206	43592	32268	358	-1	80
207	42457	14265	229	46	46
208	43964	19750	226	-1	77
209	19105	24020	18	41	41
210	27543	28266	53	-1	78
211	25849	32340	93	42	42
212	19345	1883	240	30	30
213	40422	11275	119	29	29
214	9000	9889	12	-1	52
215	14715	17546	94	-1	64
216	44456	30155	311	-1	51
217	19300	1724	100	30	30
218	34210	3938	224	24	24
219	35013	3363	76	34	34
220	19219	16973	346	-1	99
221	34944	3327	55	34	34
222	43105	12220	166	9	9
223	17252	2624	230	19	19
224	39429	11610	40	21	21
225	19084	24153	354	41	41
226	9300	9818	154	-1	52
227	24704	27877	45	-1	88
228	13164	4382	56	50	50
229	37200	26289	166	38	38
230	9028	12190	51	13	13
231	26164	30350	304	28	28
232	8788	31250	195	-1	81
233	40688	2277	235	-1	53
234	35008	3457	359	34	34
235	20598	20527	262	48	48
236	44593	30009	154	-1	51
237	37200	26211	152	38	38
238	20593	20398	185	48	48
239	31026	28701	100	49	49
240	8549	31120	44	-1	81
241	41487	17616	319	23	23
242	33296	22020	198	-1	74
243	30730	4354	345	-1	79
244	11982	32757	64	36	36
245	19530	16961	165	-1	99
246	20560	20492	208	48	48
247	44394	29985	14	-1	51
248	34649	10710	276	47	47
249	33800	32894	266	-1	71
250	34381	22046	115	43	43
251	40633	2058	93	-1	53
252	42754	16192	23	39	39
253	34317	21973	53	43	43
254	35219	28582	40	32	32
255	9152	12329	224	13	13
256	35165	3414	144	34	34
257	33302	21839	138	-1	74
258	40532	11352	211	29	29
259	10726	2105	270	-1	59
260	13765	18552	58	-1	54
261	23787	12461	156	-1	62
262	43731	19556	34	-1	77
263	42853	16312	258	39	39
264	19340	17055	279	-1	99
265	26752	2619	66	-1	100
266	17081	2380	50	19	19
267	34187	10561	113	33	33
268	34230	7163	115	26	26
269	34948	29476	320	-1	61
270	12161	6161	135	8	8
271	8919	12152	58	13	13
272	10557	29390	199	1	1
273	7223	1740	261	-1	56
274	36755	13835	229	6	6
275	17113	2405	42	19	19
276	22448	31660	101	-1	58
277	17127	2509	0	19	19
278	17213	2594	244	19	19
279	20699	8416	350	-1	63
280	34052	3754	16	24	24
281	8701	1973	111	-1	67
282	27107	31889	290	20	20
283	40588	2144	155	-1	53
284	13873	18603	168	-1	54
285	18284	26905	16	-1	84
286	9039	12338	249	13	13
287	22443	31691	132	-1	58
288	40229	11287	351	29	29
289	8819	31125	146	-1	81
290	8609	31246	20	-1	81
291	37210	9071	64	-1	72
292	33288	21951	158	-1	74
293	18384	26790	86	-1	84
294	33267	22048	237	-1	74
295	43111	22073	49	35	35
296	2710	24603	304	25	25
297	26265	17817	184	-1	92
298	8096	1275	64	-1	82
299	42422	14235	226	46	46
300	34253	7386	278	26	26
301	8532	2011	37	-1	67
302	13733	18544	51	-1	54
303	31732	6400	296	37	37
304	28517	9610	165	-1	70
305	1214	5267	332	-1	95
306	18572	25947	213	-1	93
307	31792	6447	275	37	37
308	33151	21908	79	-1	74
309	28510	9540	137	-1	70
310	19501	17041	236	-1	99
311	26038	17782	13	-1	92
312	16105	4227	353	-1	96
313	23577	12514	337	-1	62
314	26270	17974	234	-1	92
315	18267	26793	33	-1	84
316	30937	4389	226	-1	79
317	7500	15790	255	2	2
318	11689	20765	307	-1	83
319	7520	15617	123	2	2
320	24021	27478	336	-1	55
321	34553	10657	26	47	47
322	39586	11582	125	21	21
323	9704	27711	117	10	10
324	22471	31901	206	-1	58
325	8551	2114	352	-1	67
