1	14894	32008	182	-1	89
2	5644	17682	78	8	8
3	35125	11870	197	-1	99
4	11435	28147	320	-1	59
5	37322	4824	5	-1	58
6	8846	28593	54	-1	93
7	28863	17250	124	38	38
8	36928	10224	30	-1	83
9	15695	26992	171	-1	80
10	31713	21096	128	1	1
11	26500	33453	354	29	29
12	24614	21007	121	-1	54
13	14821	21274	214	15	15
14	747	29763	127	-1	91
15	36745	21487	168	-1	64
16	31517	21147	8	1	1
17	7973	11442	228	11	11
18	25784	14114	60	43	43
19	15500	3761	217	48	48
20	14859	12402	266	-1	95
21	20338	20656	168	25	25
22	29321	14298	210	16	16
23	15585	26964	104	-1	80
24	40850	4881	203	50	50
25	2335	406	193	-1	72
26	8697	16244	295	20	20
27	6414	20642	204	-1	62
28	26885	2316	229	-1	86
29	40732	21455	176	21	21
30	29652	13033	111	-1	70
31	30186	7327	157	4	4
32	1015	26606	347	-1	76
33	30117	7512	229	4	4
34	15348	3712	39	48	48
35	9752	27724	283	-1	56
36	36886	19591	102	49	49
37	28660	12599	225	-1	90
38	24437	21261	286	-1	54
39	1982	5989	194	24	24
40	14776	31994	27	-1	89
41	42060	2674	256	-1	60
42	6344	10719	218	-1	65
43	20359	20622	155	25	25
44	15587	14768	53	-1	77
45	23950	4534	255	-1	52
46	982	26496	76	-1	76
47	20203	20547	66	25	25
48	2042	20308	314	33	33
49	29992	7310	63	4	4
50	38480	8917	158	-1	55
51	37270	26071	14	12	12
52	5910	32799	78	9	9
53	34260	15834	194	-1	66
54	25744	5715	310	-1	81
55	38376	8877	26	-1	55
56	31101	6328	301	-1	71
57	40697	21428	150	21	21
58	717	29977	221	-1	91
59	29458	20717	307	-1	92
60	15654	28202	226	34	34
61	37554	4997	250	-1	58
62	37519	26241	205	12	12
63	7986	11464	210	11	11
64	15875	10193	316	-1	97
65	33997	15674	17	-1	66
66	26936	27763	189	7	7
67	1232	27972	63	-1	61
68	29285	14034	133	16	16
69	4704	23579	49	-1	78
70	2839	16481	333	-1	94
71	15457	3764	313	48	48
72	36953	10276	19	-1	83
73	22004	10720	291	30	30
74	29449	20541	31	-1	92
75	7380	28791	282	-1	67
76	1160	28315	96	47	47
77	4803	23646	7	-1	78
78	3859	17523	85	35	35
79	41059	32225	163	17	17
80	3884	17478	80	35	35
81	21001	11970	220	27	27
82	8022	11382	156	11	11
83	38340	8984	329	-1	55
84	40730	21322	119	21	21
85	41059	32405	240	17	17
86	12908	8702	348	-1	68
87	29508	22596	254	26	26
88	43361	28563	131	-1	88
89	33603	33067	159	18	18
90	26058	22361	169	-1	51
91	20022	15496	313	40	40
92	20015	15545	285	40	40
93	618	29901	283	-1	91
94	6662	11766	105	2	2
95	40281	22594	223	23	23
96	3260	23531	219	14	14
97	36919	19706	243	49	49
98	727	29950	262	-1	91
99	6025	32957	160	9	9
100	3828	17795	278	35	35
101	14895	31940	138	-1	89
102	37401	8763	69	10	10
103	37570	26278	207	12	12
104	33034	17466	348	-1	69
105	40755	21554	220	21	21
106	15994	10228	250	-1	97
107	26631	21390	126	39	39
108	20414	20649	160	25	25
109	31123	6260	77	-1	71
110	12493	6077	265	31	31
111	37233	10233	124	-1	83
112	23675	4256	26	-1	52
113	15658	27018	162	-1	80
114	23031	19315	156	44	44
115	23847	4535	267	-1	52
116	23273	32342	41	-1	85
117	15482	26297	293	-1	74
118	5919	32853	115	9	9
119	15566	27143	259	-1	80
120	29552	20697	260	-1	92
121	22694	29175	228	36	36
122	9902	27599	171	-1	56
123	28778	15380	250	-1	82
124	9709	27546	47	-1	56
125	31977	14386	258	41	41
126	15490	3623	79	48	48
127	25796	5565	55	-1	81
128	29422	13251	299	-1	70
129	6653	11778	60	2	2
130	16264	12100	242	-1	87
131	15532	26945	80	-1	80
132	33968	15836	338	-1	66
133	26171	1582	60	-1	75
134	9036	28622	113	-1	93
135	33850	29086	149	13	13
136	40700	4925	326	50	50
137	33294	17497	200	-1	69
138	30156	7488	252	4	4
139	33149	5316	97	32	32
140	28909	15325	215	-1	82
141	40277	22569	218	23	23
142	25892	14288	265	43	43
143	34503	9054	178	-1	84
144	37036	19712	214	49	49
145	43228	28615	348	-1	88
146	29200	14044	68	16	16
147	7966	11477	264	11	11
148	29606	20536	165	-1	92
149	8552	29153	326	-1	73
150	4998	23799	224	-1	78
151	37003	19758	211	49	49
152	40058	22297	62	23	23
153	14770	12205	40	-1	95
154	33460	33222	328	18	18
155	36857	19688	321	49	49
156	5830	25805	197	-1	98
157	8814	28796	354	-1	93
158	40009	22530	308	23	23
159	8940	28680	107	-1	93
160	25953	5758	234	-1	81
161	25899	22386	357	-1	51
162	37495	4729	127	-1	58
163	9686	10102	312	37	37
164	23794	4484	304	-1	52
165	36901	2212	207	-1	79
166	20319	20661	182	25	25
167	7013	10441	136	42	42
168	29368	22526	313	26	26
169	5749	17748	124	8	8
170	22442	29229	297	36	36
171	22924	19552	253	44	44
172	31816	21191	234	1	1
173	9676	9809	65	37	37
174	6147	10534	55	-1	65
175	6132	6430	4	-1	100
176	33157	31620	344	19	19
177	6586	11829	23	2	2
178	40725	21415	157	21	21
179	15352	26264	342	-1	74
180	36554	21473	55	-1	64
181	43223	28506	16	-1	88
182	14724	32002	340	-1	89
183	5774	32848	48	9	9
184	34007	15805	346	-1	66
185	30983	6163	13	-1	71
186	31540	21253	320	1	1
187	12497	5826	70	31	31
188	20138	15547	264	40	40
189	5908	25811	198	-1	98
190	12934	8572	112	-1	68
191	9944	9914	177	37	37
192	3859	17723	272	35	35
193	15813	10074	38	-1	97
194	36904	19707	242	49	49
195	40990	15167	197	22	22
196	20315	20545	126	25	25
197	33099	5311	59	32	32
198	4987	23542	109	-1	78
199	16092	12065	352	-1	87
200	3027	16431	144	-1	94
201	15429	26056	83	-1	74
202	40916	14983	100	22	22
203	15392	27131	320	-1	80
204	2119	497	315	-1	72
205	15664	27961	104	34	34
206	6046	32900	151	9	9
207	33135	5584	277	32	32
208	2292	373	216	-1	72
209	5762	25839	285	-1	98
210	4736	23734	338	-1	78
211	37272	26233	334	12	12
212	36652	21709	259	-1	64
213	12565	6023	226	31	31
214	35080	11840	165	-1	99
215	28638	15286	14	-1	82
216	9909	27676	167	-1	56
217	26832	2146	89	-1	86
218	40056	22408	351	23	23
219	8680	29253	281	-1	73
220	29238	14187	192	16	16
221	7386	28600	352	-1	67
222	29438	20648	337	-1	92
223	1305	28100	86	-1	61
224	14833	12377	291	-1	95
225	33645	33076	128	18	18
226	36954	10390	5	-1	83
227	15904	11795	207	-1	63
228	34894	11749	55	-1	99
229	26099	22407	197	-1	51
230	41045	32340	196	17	17
231	21002	11955	165	27	27
232	36920	19579	88	49	49
233	21513	32329	160	5	5
234	22056	9276	163	-1	96
235	23744	4299	67	-1	52
236	35025	11882	274	-1	99
237	25822	14307	308	43	43
238	36061	2229	214	3	3
239	6208	6551	287	-1	100
240	24754	17039	184	46	46
241	36923	2265	233	-1	79
242	22581	29196	248	36	36
243	12616	5831	149	31	31
244	16177	11897	102	-1	87
245	24406	10092	166	-1	53
246	21603	32319	134	5	5
247	12680	6075	187	31	31
248	15610	26065	117	-1	74
249	14526	21302	313	15	15
250	1956	10884	92	-1	57
251	4740	23594	23	-1	78
252	8790	16034	135	20	20
253	1131	26690	263	-1	76
254	7560	28583	157	-1	67
255	28710	15423	321	-1	82
256	21929	9421	287	-1	96
257	34100	15756	72	-1	66
258	41972	2452	77	-1	60
259	34102	15746	83	-1	66
260	1173	26735	259	-1	76
261	3048	21407	183	45	45
262	35069	11804	124	-1	99
263	9797	10002	259	37	37
264	26798	2267	348	-1	86
265	9802	9888	101	37	37
266	14682	12387	345	-1	95
267	15693	27162	191	-1	80
268	2983	16495	182	-1	94
269	37559	9004	255	10	10
270	29513	20554	110	-1	92
271	23030	19437	177	44	44
272	5813	25951	243	-1	98
273	26074	1768	349	-1	75
274	1041	26694	262	-1	76
275	34197	15636	127	-1	66
276	6226	20555	60	-1	62
277	32022	14355	229	41	41
278	15570	3657	165	48	48
279	33111	17307	45	-1	69
280	26052	22257	120	-1	51
281	34485	9030	188	-1	84
282	26489	33330	54	29	29
283	5612	17746	52	8	8
284	37416	9009	265	10	10
285	36704	21708	246	-1	64
286	2276	20409	251	33	33
287	16040	12093	330	-1	87
288	25755	14046	48	43	43
289	31134	6266	110	-1	71
290	6484	20584	134	-1	62
291	1954	5871	201	24	24
292	20101	15351	53	40	40
293	5895	33098	253	9	9
294	29568	13257	257	-1	70
295	14905	32072	237	-1	89
296	14905	12252	108	-1	95
297	37575	8775	129	10	10
298	11577	28146	252	-1	59
299	14882	32164	272	-1	89
300	15418	26982	46	-1	80
301	8958	28676	90	-1	93
302	9783	9826	115	37	37
303	39994	22317	30	23	23
304	37459	8922	238	10	10
305	28696	17214	57	38	38
306	30168	7450	191	4	4
307	26902	2161	123	-1	86
308	9679	27599	37	-1	56
309	20247	20476	100	25	25
310	10115	23104	144	6	6
311	40676	4988	322	50	50
312	15751	11590	63	-1	63
313	33305	17376	133	-1	69
314	8540	16222	355	20	20
315	4867	23515	97	-1	78
316	5820	25923	231	-1	98
317	15478	28062	12	34	34
318	35083	11790	132	-1	99
319	2035	20397	325	33	33
320	33576	32962	87	18	18
321	9765	9811	97	37	37
322	15507	3654	98	48	48
323	9982	23078	112	6	6
324	15660	11532	30	-1	63
325	20877	12089	297	27	27
326	29406	13221	350	-1	70
327	1283	28210	136	47	47
328	6165	10777	304	-1	65
329	36535	21434	63	-1	64
330	3951	17671	233	35	35
